Participant 201_training	; Experiment run on 2017-08-09T09:58:00.894000
Trial	Input	Output	Predict	Error	RT
1	107	25	107	82	17748
2	91	30	20	10	40656
3	83	47	24	23	13105
4	111	34	27	7	16558
5	93	25	30	5	15002
6	117	47	40	7	6048
7	87	39	50	11	10567
8	105	21	25	4	8802
9	95	21	36	15	9578
10	109	30	30	0	5822
11	85	43	38	5	6896
12	101	12	31	19	6402
13	97	17	25	8	13814
14	115	43	25	18	8630
15	81	52	20	32	13285
16	119	52	10	42	7875
17	89	34	40	6	9639
18	103	17	15	2	7923
19	99	12	30	18	3930
20	113	39	40	1	5153
21	81	52	40	12	6061
22	99	12	30	18	3484
23	83	47	40	7	9710
24	93	25	27	2	9393
25	101	12	12	0	8660
26	105	21	10	11	5538
27	85	43	35	8	5889
28	119	52	52	0	4820
29	117	47	40	7	4714
30	115	43	46	3	10088
31	111	34	40	6	5162
32	103	17	30	13	11335
33	91	30	25	5	9369
34	97	17	26	9	7036
35	113	39	33	6	9026
36	87	39	42	3	8854
37	95	21	35	14	6531
38	107	25	38	13	5667
39	109	30	31	1	14402
40	89	34	25	9	5918
41	101	12	40	28	8644
42	93	25	27	2	10212
43	91	30	21	9	6495
44	99	12	20	8	2422
45	103	17	10	7	5838
46	115	43	30	13	7369
47	81	52	40	12	5021
48	119	52	50	2	4227
49	97	17	25	8	6482
50	107	25	23	2	7417
51	85	43	45	2	6952
52	105	21	20	1	9891
53	111	34	30	4	2610
54	109	30	30	0	3260
55	89	34	20	14	4312
56	113	39	50	11	2500
57	117	47	39	8	5186
58	95	21	25	4	5098
59	83	47	42	5	5313
60	87	39	44	5	5893
61	83	47	48	1	15028
62	99	12	31	19	11716
63	107	25	24	1	11752
64	85	43	45	2	8140
65	103	17	27	10	7603
66	113	39	40	1	5709
67	97	17	22	5	11395
68	111	34	37	3	7285
69	119	52	50	2	3056
70	95	21	15	6	3745
71	101	12	31	19	4613
72	91	30	29	1	22166
73	117	47	23	24	25954
74	93	25	28	3	17053
75	87	39	43	4	12347
76	115	43	46	3	6919
77	89	34	18	16	10273
78	109	30	25	5	14951
79	81	52	50	2	3541
80	105	21	20	1	30212
81	107	25	17	8	5989
82	97	17	26	9	5416
83	91	30	27	3	6266
84	117	47	50	3	3697
85	101	12	32	20	3074
86	85	43	45	2	10734
87	119	52	52	0	8427
88	105	21	10	11	4646
89	99	12	30	18	4434
90	93	25	20	5	3908
91	103	17	27	10	5386
92	111	34	35	1	7655
93	113	39	37	2	6320
94	89	34	40	6	10665
95	87	39	39	0	7207
96	83	47	45	2	5659
97	109	30	30	0	10063
98	115	43	40	3	7049
99	95	21	17	4	7086
100	81	52	50	2	3057
101	93	25	25	0	5844
102	109	30	30	0	6592
103	119	52	52	0	3572
104	105	21	15	6	10910
105	87	39	45	6	5264
106	97	17	25	8	6543
107	83	47	45	2	5622
108	107	25	14	11	6794
109	113	39	28	11	8662
110	117	47	36	11	5458
111	103	17	40	23	5491
112	115	43	40	3	5977
113	95	21	25	4	5467
114	91	30	30	0	2594
115	111	34	40	6	5020
116	81	52	52	0	3539
117	101	12	20	8	7137
118	85	43	44	1	5996
119	99	12	30	18	2015
120	89	34	30	4	1715
121	111	34	40	6	3244
122	119	52	52	0	3450
123	85	43	43	0	5130
124	81	52	52	0	2806
125	95	21	25	4	8447
126	107	25	13	12	4632
127	117	47	33	14	5779
128	101	12	13	1	6578
129	115	43	45	2	5618
130	89	34	30	4	2193
131	93	25	27	2	5780
132	83	47	46	1	5178
133	113	39	40	1	6800
134	105	21	25	4	6395
135	109	30	12	18	7867
136	97	17	29	12	6325
137	91	30	30	0	2985
138	103	17	17	0	5309
139	87	39	43	4	10307
140	99	12	20	8	5645
141	103	17	17	0	5572
142	91	30	27	3	4698
143	107	25	28	3	5869
144	87	39	43	4	4530
145	89	34	39	5	4260
146	113	39	45	6	5488
147	119	52	52	0	7589
148	105	21	40	19	2853
149	83	47	47	0	5383
150	111	34	40	6	3304
151	109	30	40	10	3726
152	95	21	26	5	3723
153	117	47	35	12	7669
154	85	43	43	0	5551
155	101	12	18	6	6312
156	93	25	23	2	3583
157	115	43	34	9	5141
158	99	12	20	8	8630
159	81	52	52	0	3036
160	97	17	32	15	19161
161	91	30	30	0	8733
162	93	25	26	1	2748
163	107	25	34	9	6121
164	99	12	12	0	12413
165	89	34	30	4	1719
166	113	39	40	1	3076
167	85	43	45	2	3094
168	83	47	38	9	4315
169	97	17	23	6	9290
170	105	21	17	4	11107
171	103	17	17	0	2838
172	109	30	35	5	5834
173	87	39	43	4	3486
174	95	21	18	3	4909
175	119	52	52	0	3682
176	81	52	52	0	4021
177	101	12	12	0	3929
178	115	43	44	1	7113
179	111	34	40	6	2983
180	117	47	40	7	3142
181	107	25	36	11	6901
182	109	30	30	0	1950
183	95	21	25	4	10799
184	91	30	30	0	3350
185	81	52	52	0	2421
186	113	39	42	3	4612
187	99	12	12	0	3919
188	85	43	42	1	4834
189	115	43	36	7	5249
190	119	52	52	0	2936
191	87	39	43	4	4924
192	117	47	46	1	3184
193	103	17	13	4	5463
194	93	25	21	4	6694
195	83	47	40	7	2477
196	97	17	12	5	6206
197	89	34	30	4	1526
198	105	21	22	1	4700
199	101	12	12	0	6551
200	111	34	35	1	6756
1	53	113	51	62	18752
2	79	56	52	4	5018
3	137	91	17	74	18292
4	133	83	26	57	12132
5	141	100	12	88	6174
6	114	41	37	4	7356
7	73	69	45	24	5784
8	51	118	36	82	16585
9	125	65	42	23	6643
10	100	10	12	2	5888
11	143	105	17	88	7609
12	75	65	40	25	4166
13	84	45	44	1	6810
14	61	96	12	84	6060
15	127	69	44	25	6670
16	65	87	17	70	5094
17	57	105	24	81	4222
18	71	74	43	31	6422
19	135	87	22	65	12765
20	67	83	17	66	3793
21	108	28	38	10	8206
22	145	109	17	92	5345
23	59	100	12	88	3176
24	69	78	22	56	5211
25	120	54	52	2	4175
26	77	61	43	18	3992
27	149	118	30	88	8032
28	55	109	22	87	8887
29	139	96	12	84	3490
30	129	74	34	40	5488
31	123	61	47	14	4729
32	131	78	42	36	2804
33	63	91	17	74	3426
34	147	113	18	95	7341
35	121	56	52	4	3127
36	92	28	28	0	9941
