Participant 263_training	; Experiment run on 2018-01-11T14:39:03.759638
Trial	Input	Output	Predict	Error	RT
1	107	25	106	81	15586
2	91	30	30	0	26472
3	83	47	17	30	25892
4	111	34	40	6	10988
5	93	25	31	6	21896
6	117	47	35	12	8681
7	87	39	27	12	12157
8	105	21	35	14	7737
9	95	21	23	2	9317
10	109	30	34	4	12232
11	85	43	21	22	11909
12	101	12	33	21	10335
13	97	17	9	8	5208
14	115	43	20	23	5313
15	81	52	23	29	5544
16	119	52	40	12	3779
17	89	34	30	4	3118
18	103	17	34	17	7205
19	99	12	20	8	12703
20	113	39	20	19	8810
21	81	52	20	32	8062
22	99	12	52	40	28460
23	83	47	31	16	19153
24	93	25	20	5	10201
25	101	12	12	0	5170
26	105	21	13	8	5754
27	85	43	34	9	18141
28	119	52	10	42	3603
29	117	47	50	3	4087
30	115	43	41	2	3308
31	111	34	40	6	3144
32	103	17	14	3	5469
33	91	30	10	20	2586
34	97	17	23	6	10560
35	113	39	40	1	4057
36	87	39	17	22	5934
37	95	21	13	8	4845
38	107	25	32	7	8196
39	109	30	30	0	3390
40	89	34	20	14	12394
41	101	12	12	0	3246
42	93	25	16	9	4427
43	91	30	20	10	2863
44	99	12	13	1	6348
45	103	17	15	2	3949
46	115	43	30	13	6585
47	81	52	32	20	3250
48	119	52	44	8	4248
49	97	17	18	1	5128
50	107	25	20	5	4410
51	85	43	30	13	5202
52	105	21	16	5	4761
53	111	34	30	4	3651
54	109	30	34	4	4397
55	89	34	30	4	3020
56	113	39	38	1	7130
57	117	47	48	1	5661
58	95	21	20	1	13872
59	83	47	28	19	8452
60	87	39	40	1	7300
61	83	47	32	15	3404
62	99	12	12	0	3679
63	107	25	34	9	5521
64	85	43	26	17	9013
65	103	17	20	3	4582
66	113	39	40	1	3123
67	97	17	15	2	10863
68	111	34	30	4	6459
69	119	52	51	1	6239
70	95	21	20	1	7147
71	101	12	12	0	2380
72	91	30	34	4	4899
73	117	47	48	1	5615
74	93	25	26	1	7974
75	87	39	50	11	7700
76	115	43	44	1	4559
77	89	34	30	4	5068
78	109	30	34	4	7141
79	81	52	50	2	3898
80	105	21	20	1	6078
81	107	25	23	2	10998
82	97	17	17	0	5353
83	91	30	30	0	9309
84	117	47	52	5	9617
85	101	12	15	3	4095
86	85	43	40	3	7712
87	119	52	51	1	5779
88	105	21	21	0	8288
89	99	12	13	1	4317
90	93	25	20	5	7144
91	103	17	17	0	7108
92	111	34	3	31	2837
93	113	39	36	3	8367
94	89	34	34	0	5079
95	87	39	37	2	7808
96	83	47	40	7	4911
97	109	30	34	4	7242
98	115	43	40	3	6775
99	95	21	21	0	7543
100	81	52	44	8	7088
101	93	25	23	2	18375
102	109	30	34	4	5754
103	119	52	51	1	3337
104	105	21	21	0	4636
105	87	39	36	3	10719
106	97	17	18	1	7105
107	83	47	40	7	9934
108	107	25	34	9	10506
109	113	39	41	2	9725
110	117	47	46	1	5350
111	103	17	19	2	6433
112	115	43	40	3	11493
113	95	21	20	1	6292
114	91	30	30	0	2683
115	111	34	40	6	6991
116	81	52	51	1	3978
117	101	12	12	0	4256
118	85	43	42	1	10303
119	99	12	14	2	5115
120	89	34	30	4	1941
121	111	34	30	4	10311
122	119	52	52	0	4195
123	85	43	41	2	9683
124	81	52	50	2	6955
125	95	21	22	1	8390
126	107	25	24	1	17649
127	117	47	44	3	5434
128	101	12	15	3	4918
129	115	43	40	3	6400
130	89	34	30	4	3960
131	93	25	19	6	9680
132	83	47	37	10	6737
133	113	39	40	1	6921
134	105	21	35	14	4259
135	109	30	40	10	7350
136	97	17	19	2	5999
137	91	30	30	0	2512
138	103	17	22	5	4393
139	87	39	40	1	5510
140	99	12	12	0	2785
141	103	17	20	3	8582
142	91	30	30	0	6648
143	107	25	30	5	15825
144	87	39	37	2	11086
145	89	34	30	4	3999
146	113	39	40	1	8170
147	119	52	50	2	5468
148	105	21	25	4	10593
149	83	47	47	0	6461
150	111	34	34	0	5354
151	109	30	30	0	7348
152	95	21	22	1	8818
153	117	47	40	7	7125
154	85	43	40	3	11513
155	101	12	4	8	8377
156	93	25	25	0	8747
157	115	43	42	1	6949
158	99	12	14	2	5377
159	81	52	50	2	3532
160	97	17	20	3	5610
161	91	30	30	0	5215
162	93	25	23	2	9860
163	107	25	24	1	9620
164	99	12	12	0	2795
165	89	34	31	3	12025
166	113	39	40	1	7540
167	85	43	40	3	4204
168	83	47	40	7	8791
169	97	17	18	1	7602
170	105	21	22	1	6407
171	103	17	20	3	7346
172	109	30	42	12	9544
173	87	39	35	4	8100
174	95	21	22	1	9720
175	119	52	52	0	7041
176	81	52	52	0	11040
177	101	12	12	0	4716
178	115	43	42	1	9870
179	111	34	33	1	6520
180	117	47	44	3	7633
181	107	25	30	5	6903
182	109	30	32	2	5380
183	95	21	22	1	11546
184	91	30	30	0	5272
185	81	52	50	2	5704
186	113	39	40	1	8264
187	99	12	12	0	6709
188	85	43	42	1	8104
189	115	43	42	1	8471
190	119	52	52	0	6554
191	87	39	34	5	9830
192	117	47	50	3	6888
193	103	17	22	5	5699
194	93	25	28	3	8600
195	83	47	48	1	11702
196	97	17	25	8	7334
197	89	34	30	4	6563
198	105	21	22	1	5678
199	101	12	12	0	6022
200	111	34	30	4	8217
1	53	113	90	23	18027
2	79	56	52	4	6133
3	137	91	80	11	15327
4	133	83	84	1	9431
5	141	100	93	7	6605
6	114	41	42	1	8168
7	73	69	65	4	15477
8	51	118	113	5	13120
9	125	65	64	1	11645
10	100	10	12	2	3948
11	143	105	102	3	11661
12	75	65	62	3	6981
13	84	45	42	3	5516
14	61	96	91	5	8313
15	127	69	71	2	9297
16	65	87	82	5	7516
17	57	105	100	5	8410
18	71	74	72	2	6101
19	135	87	82	5	11562
20	67	83	76	7	17201
21	108	28	29	1	8492
22	145	109	102	7	7235
23	59	100	92	8	7924
24	69	78	72	6	6813
25	120	54	52	2	5214
26	77	61	57	4	8412
27	149	118	113	5	10590
28	55	109	102	7	8378
29	139	96	92	4	8422
30	129	74	73	1	5307
31	123	61	60	1	7936
32	131	78	72	6	6171
33	63	91	86	5	11092
34	147	113	110	3	11582
35	121	56	52	4	5420
36	92	28	36	8	12591
