Participant 261_training	; Experiment run on 2017-12-07T15:54:26.081029
Trial	Input	Output	Predict	Error	RT
1	107	25	140	115	11054
2	91	30	30	0	10248
3	83	47	22	25	52888
4	111	34	55	21	32474
5	93	25	29	4	24009
6	117	47	33	14	41634
7	87	39	29	10	50213
8	105	21	53	32	23087
9	95	21	52	31	40812
10	109	30	55	25	26938
11	85	43	21	22	52243
12	101	12	51	39	11418
13	97	17	48	31	34401
14	115	43	57	14	63700
15	81	52	38	14	43188
16	119	52	119	67	29649
17	89	34	44	10	29604
18	103	17	35	18	22406
19	99	12	21	9	41843
20	113	39	7	32	26030
21	81	52	40	12	16844
22	99	12	70	58	17994
23	83	47	55	8	20902
24	93	25	32	7	19460
25	101	12	12	0	25157
26	105	21	10	11	5152
27	85	43	20	23	19575
28	119	52	4	48	10800
29	117	47	60	13	32748
30	115	43	50	7	8150
31	111	34	11	23	22933
32	103	17	50	33	66325
33	91	30	29	1	35750
34	97	17	79	62	14732
35	113	39	60	21	38881
36	87	39	30	9	12206
37	95	21	47	26	30675
38	107	25	28	3	14772
39	109	30	50	20	45812
40	89	34	51	17	59598
41	101	12	12	0	13836
42	93	25	37	12	26606
43	91	30	22	8	8330
44	99	12	36	24	22797
45	103	17	12	5	70240
46	115	43	5	38	44907
47	81	52	30	22	28570
48	119	52	30	22	9975
49	97	17	46	29	7725
50	107	25	17	8	74095
51	85	43	30	13	42264
52	105	21	60	39	26550
53	111	34	22	12	45720
54	109	30	10	20	36646
55	89	34	40	6	15720
56	113	39	19	20	10898
57	117	47	70	23	23084
58	95	21	46	25	23404
59	83	47	22	25	14599
60	87	39	30	9	42142
61	83	47	19	28	46596
62	99	12	1	11	13289
63	107	25	1	24	97795
64	85	43	1	42	65683
65	103	17	1	16	135870
66	113	39	1	38	28340
67	97	17	34	17	87537
68	111	34	43	9	18095
69	119	52	1	51	35846
70	95	21	44	23	67334
71	101	12	50	38	83726
72	91	30	17	13	11808
73	117	47	77	30	25731
74	93	25	50	25	165382
75	87	39	10	29	22582
76	115	43	48	5	73094
77	89	34	32	2	19223
78	109	30	8	22	17935
79	81	52	82	30	24184
80	105	21	48	27	27707
81	107	25	32	7	20868
82	97	17	25	8	28491
83	91	30	22	8	27812
84	117	47	36	11	18183
85	101	12	40	28	19276
86	85	43	33	10	13007
87	119	52	60	8	58241
88	105	21	52	31	8154
89	99	12	10	2	9717
90	93	25	32	7	42595
91	103	17	39	22	21582
92	111	34	60	26	20461
93	113	39	40	1	2227
94	89	34	35	1	8215
95	87	39	37	2	12019
96	83	47	26	21	15797
97	109	30	50	20	5393
98	115	43	40	3	8927
99	95	21	38	17	11947
100	81	52	50	2	6864
101	93	25	25	0	8388
102	109	30	42	12	9442
103	119	52	50	2	2800
104	105	21	43	22	8932
105	87	39	22	17	5462
106	97	17	23	6	4262
107	83	47	43	4	4961
108	107	25	42	17	5414
109	113	39	47	8	10758
110	117	47	43	4	6292
111	103	17	21	4	4018
112	115	43	31	12	6238
113	95	21	23	2	10725
114	91	30	21	9	4560
115	111	34	40	6	13683
116	81	52	21	31	5475
117	101	12	18	6	5843
118	85	43	55	12	8483
119	99	12	27	15	15928
120	89	34	49	15	7573
121	111	34	40	6	17964
122	119	52	11	41	6748
123	85	43	56	13	6546
124	81	52	45	7	4834
125	95	21	19	2	8776
126	107	25	38	13	13292
127	117	47	43	4	10733
128	101	12	32	20	11737
129	115	43	32	11	13360
130	89	34	21	13	8923
131	93	25	17	8	5829
132	83	47	46	1	8643
133	113	39	40	1	6259
134	105	21	39	18	6793
135	109	30	30	0	9302
136	97	17	22	5	4132
137	91	30	26	4	4371
138	103	17	38	21	20458
139	87	39	38	1	16924
140	99	12	14	2	7564
141	103	17	13	4	10261
142	91	30	28	2	10965
143	107	25	53	28	12921
144	87	39	24	15	12155
145	89	34	43	9	9624
146	113	39	33	6	9141
147	119	52	44	8	5186
148	105	21	18	3	11703
149	83	47	47	0	10709
150	111	34	37	3	20064
151	109	30	19	11	6277
152	95	21	20	1	9954
153	117	47	54	7	11750
154	85	43	30	13	8332
155	101	12	10	2	7364
156	93	25	16	9	7264
157	115	43	40	3	21791
158	99	12	32	20	7033
159	81	52	28	24	13859
160	97	17	14	3	6901
161	91	30	18	12	13004
162	93	25	23	2	6110
163	107	25	30	5	8915
164	99	12	11	1	6552
165	89	34	27	7	8836
166	113	39	47	8	11903
167	85	43	45	2	9557
168	83	47	43	4	6545
169	97	17	14	3	6736
170	105	21	10	11	5806
171	103	17	13	4	9330
172	109	30	24	6	6475
173	87	39	48	9	8643
174	95	21	19	2	4504
175	119	52	50	2	3899
176	81	52	46	6	12553
177	101	12	12	0	7599
178	115	43	50	7	5569
179	111	34	52	18	10818
180	117	47	52	5	4586
181	107	25	20	5	7540
182	109	30	30	0	10536
183	95	21	20	1	4306
184	91	30	27	3	8022
