Participant 296_training	; Experiment run on 2018-02-22T16:42:04.115565
Trial	Input	Output	Predict	Error	RT
1	107	25	100	75	10677
2	91	30	60	30	6718
3	83	47	27	20	14104
4	111	34	45	11	8364
5	93	25	36	11	6134
6	117	47	40	7	7202
7	87	39	37	2	40835
8	105	21	58	37	14292
9	95	21	30	9	6105
10	109	30	45	15	12365
11	85	43	25	18	15898
12	101	12	40	28	10816
13	97	17	30	13	12436
14	115	43	43	0	27239
15	81	52	10	42	8861
16	119	52	40	12	15217
17	89	34	30	4	12079
18	103	17	24	7	30833
19	99	12	33	21	7706
20	113	39	40	1	12407
21	81	52	22	30	23430
22	99	12	33	21	7461
23	83	47	20	27	6394
24	93	25	37	12	9936
25	101	12	24	12	7981
26	105	21	30	9	5000
27	85	43	41	2	16667
28	119	52	6	46	7329
29	117	47	8	39	15017
30	115	43	45	2	20233
31	111	34	41	7	11831
32	103	17	32	15	10731
33	91	30	40	10	7835
34	97	17	36	19	15368
35	113	39	30	9	54725
36	87	39	73	34	44568
37	95	21	41	20	19095
38	107	25	30	5	31271
39	109	30	36	6	19571
40	89	34	27	7	17220
41	101	12	11	1	47567
42	93	25	49	24	9185
43	91	30	19	11	8514
44	99	12	49	37	12027
45	103	17	13	4	7488
46	115	43	25	18	11818
47	81	52	18	34	18841
48	119	52	30	22	3562
49	97	17	30	13	55076
50	107	25	28	3	10608
51	85	43	15	28	8954
52	105	21	52	31	17077
53	111	34	40	6	4534
54	109	30	34	4	22037
55	89	34	32	2	12357
56	113	39	35	4	18409
57	117	47	36	11	21024
58	95	21	29	8	11709
59	83	47	25	22	42877
60	87	39	29	10	31598
61	83	47	23	24	56015
62	99	12	33	21	4701
63	107	25	25	0	3876
64	85	43	19	24	48313
65	103	17	33	16	6361
66	113	39	70	31	28624
67	97	17	18	1	25120
68	111	34	51	17	28329
69	119	52	50	2	15267
70	95	21	30	9	18831
71	101	12	20	8	16597
72	91	30	18	12	5575
73	117	47	35	12	30042
74	93	25	20	5	16177
75	87	39	20	19	18328
76	115	43	30	13	16687
77	89	34	20	14	20197
78	109	30	40	10	39269
79	81	52	30	22	13319
80	105	21	10	11	10147
81	107	25	30	5	6903
82	97	17	21	4	2246
83	91	30	10	20	2014
84	117	47	34	13	2762
85	101	12	30	18	8484
86	85	43	30	13	13592
87	119	52	40	12	8582
88	105	21	30	9	9906
89	99	12	31	19	16453
90	93	25	30	5	7681
91	103	17	30	13	35399
92	111	34	35	1	32231
93	113	39	54	15	8920
94	89	34	20	14	6801
95	87	39	30	9	11590
96	83	47	20	27	19781
97	109	30	30	0	2849
98	115	43	50	7	4211
99	95	21	30	9	5721
100	81	52	40	12	5874
101	93	25	30	5	12215
102	109	30	20	10	2924
103	119	52	20	32	6967
104	105	21	10	11	1744
105	87	39	40	1	3605
106	97	17	20	3	3230
107	83	47	50	3	2913
108	107	25	20	5	1573
109	113	39	10	29	1492
110	117	47	20	27	2283
111	103	17	40	23	2177
112	115	43	30	13	2122
113	95	21	32	11	26928
114	91	30	25	5	7093
115	111	34	40	6	4967
116	81	52	50	2	2393
117	101	12	30	18	2173
118	85	43	40	3	2160
119	99	12	20	8	7308
120	89	34	35	1	4430
121	111	34	30	4	1751
122	119	52	23	29	3076
123	85	43	50	7	3114
124	81	52	35	17	3196
125	95	21	30	9	1885
126	107	25	20	5	1544
127	117	47	30	17	3019
128	101	12	30	18	2896
129	115	43	20	23	1624
130	89	34	71	37	19310
131	93	25	43	18	15090
132	83	47	27	20	23836
133	113	39	21	18	16140
134	105	21	35	14	19403
135	109	30	50	20	28409
136	97	17	30	13	13634
137	91	30	50	20	15074
138	103	17	50	33	10148
139	87	39	29	10	17330
140	99	12	20	8	21346
141	103	17	30	13	4007
142	91	30	10	20	41821
143	107	25	38	13	7230
144	87	39	35	4	51737
145	89	34	24	10	9940
146	113	39	40	1	3842
147	119	52	11	41	9251
148	105	21	60	39	5139
149	83	47	20	27	31345
150	111	34	30	4	1222
151	109	30	20	10	3818
152	95	21	20	1	1290
153	117	47	30	17	947
154	85	43	30	13	1397
155	101	12	40	28	3210
156	93	25	30	5	2363
157	115	43	23	20	27002
158	99	12	30	18	8476
159	81	52	30	22	2317
160	97	17	40	23	1195
161	91	30	30	0	15767
162	93	25	32	7	5766
163	107	25	10	15	2485
164	99	12	34	22	6173
165	89	34	35	1	10283
166	113	39	10	29	8245
167	85	43	30	13	25765
168	83	47	30	17	29177
169	97	17	40	23	2073
170	105	21	30	9	1155
171	103	17	30	13	1970
172	109	30	25	5	3197
173	87	39	34	5	3200
174	95	21	35	14	2363
175	119	52	26	26	2656
176	81	52	34	18	3356
177	101	12	31	19	15840
178	115	43	37	6	11760
179	111	34	50	16	11000
180	117	47	50	3	21924
181	107	25	45	20	11998
182	109	30	45	15	10252
183	95	21	30	9	7387
184	91	30	30	0	12072
185	81	52	20	32	2820
186	113	39	30	9	2435
187	99	12	40	28	2348
188	85	43	50	7	2647
189	115	43	50	7	2431
190	119	52	20	32	1771
191	87	39	30	9	2113
192	117	47	30	17	1425
193	103	17	41	24	6319
194	93	25	40	15	1832
195	83	47	30	17	3119
196	97	17	30	13	1521
197	89	34	20	14	1600
198	105	21	51	30	12010
199	101	12	20	8	6364
200	111	34	50	16	6158
1	53	113	20	93	2980
2	79	56	20	36	1157
3	137	91	40	51	1418
4	133	83	50	33	2033
5	141	100	30	70	1648
6	114	41	30	11	1356
7	73	69	50	19	1923
8	51	118	10	108	1491
9	125	65	50	15	1495
10	100	10	40	30	1664
11	143	105	60	45	2689
12	75	65	40	25	1355
13	84	45	50	5	1840
14	61	96	40	56	2325
15	127	69	20	49	3191
16	65	87	40	47	2738
17	57	105	40	65	1987
18	71	74	20	54	1383
19	135	87	40	47	1587
20	67	83	50	33	2707
21	108	28	30	2	1589
22	145	109	50	59	2487
23	59	100	30	70	1245
