Participant 265_training	; Experiment run on 2018-01-12T14:32:29.389844
Trial	Input	Output	Predict	Error	RT
1	107	25	14	11	12442
2	91	30	18	12	26023
3	83	47	20	27	13247
4	111	34	2	32	9518
5	93	25	1	24	2332
6	117	47	1	46	1852
7	87	39	27	12	12176
8	105	21	60	39	5011
9	95	21	1	20	7710
10	109	30	1	29	983
11	85	43	1	42	1007
12	101	12	1	11	1285
13	97	17	1	16	17800
14	115	43	1	42	2518
15	81	52	1	51	739
16	119	52	1	51	1312
17	89	34	1	33	650
18	103	17	1	16	2276
19	99	12	1	11	7553
20	113	39	1	38	2064
21	81	52	1	51	10063
22	99	12	1	11	1481
23	83	47	50	3	5252
24	93	25	20	5	5987
25	101	12	10	2	2837
26	105	21	10	11	2857
27	85	43	50	7	3266
28	119	52	10	42	2869
29	117	47	50	3	2245
30	115	43	40	3	6840
31	111	34	40	6	2788
32	103	17	40	23	2349
33	91	30	50	20	4156
34	97	17	65	48	7769
35	113	39	40	1	4417
36	87	39	60	21	5795
37	95	21	40	19	4027
38	107	25	50	25	2520
39	109	30	40	10	2846
40	89	34	40	6	6588
41	101	12	40	28	5839
42	93	25	50	25	4385
43	91	30	30	0	1904
44	99	12	50	38	3621
45	103	17	20	3	1635
46	115	43	10	33	1602
47	81	52	40	12	2798
48	119	52	10	42	2302
49	97	17	30	13	5561
50	107	25	20	5	10638
51	85	43	50	7	2528
52	105	21	30	9	2106
53	111	34	60	26	3181
54	109	30	20	10	2370
55	89	34	30	4	25454
56	113	39	45	6	10490
57	117	47	35	12	5473
58	95	21	33	12	7407
59	83	47	37	10	4576
60	87	39	40	1	2667
61	83	47	45	2	10056
62	99	12	25	13	9574
63	107	25	37	12	10329
64	85	43	35	8	9079
65	103	17	30	13	12610
66	113	39	50	11	3971
67	97	17	20	3	1992
68	111	34	50	16	2379
69	119	52	50	2	2219
70	95	21	24	3	9853
71	101	12	20	8	5995
72	91	30	30	0	2166
73	117	47	50	3	3984
74	93	25	27	2	6299
75	87	39	33	6	8657
76	115	43	50	7	4394
77	89	34	30	4	3574
78	109	30	10	20	3670
79	81	52	40	12	3519
80	105	21	15	6	11074
81	107	25	20	5	6255
82	97	17	25	8	7384
83	91	30	30	0	2111
84	117	47	40	7	4360
85	101	12	20	8	4606
86	85	43	35	8	20114
87	119	52	50	2	4870
88	105	21	10	11	2949
89	99	12	10	2	3488
90	93	25	25	0	6880
91	103	17	20	3	5183
92	111	34	40	6	3499
93	113	39	40	1	3915
94	89	34	32	2	5850
95	87	39	34	5	3257
96	83	47	50	3	6821
97	109	30	35	5	8267
98	115	43	45	2	5443
99	95	21	20	1	4806
100	81	52	40	12	1924
101	93	25	25	0	8736
102	109	30	34	4	11271
103	119	52	50	2	3028
104	105	21	20	1	6244
105	87	39	40	1	5192
106	97	17	20	3	5370
107	83	47	45	2	5539
108	107	25	10	15	8000
109	113	39	30	9	2244
110	117	47	40	7	2599
111	103	17	10	7	2124
112	115	43	40	3	3006
113	95	21	20	1	3607
114	91	30	32	2	3923
115	111	34	30	4	8626
116	81	52	50	2	2424
117	101	12	10	2	3759
118	85	43	40	3	4243
119	99	12	12	0	6200
120	89	34	31	3	3680
121	111	34	38	4	7079
122	119	52	48	4	8705
123	85	43	40	3	4843
124	81	52	47	5	4493
125	95	21	15	6	4650
126	107	25	25	0	7663
127	117	47	45	2	7367
128	101	12	12	0	7512
129	115	43	45	2	6466
130	89	34	31	3	4075
131	93	25	25	0	4948
132	83	47	45	2	7595
133	113	39	41	2	8010
134	105	21	35	14	7548
135	109	30	33	3	6682
136	97	17	15	2	12957
137	91	30	28	2	8018
138	103	17	24	7	8042
139	87	39	43	4	5185
140	99	12	12	0	3884
141	103	17	10	7	4398
142	91	30	30	0	3732
143	107	25	25	0	8455
144	87	39	35	4	5732
145	89	34	32	2	3975
146	113	39	33	6	6402
147	119	52	50	2	1968
148	105	21	15	6	10013
149	83	47	45	2	4856
150	111	34	30	4	3585
151	109	30	29	1	1826
152	95	21	20	1	4918
153	117	47	45	2	8029
154	85	43	40	3	4206
155	101	12	12	0	3407
156	93	25	26	1	4775
157	115	43	41	2	7285
158	99	12	11	1	4857
159	81	52	48	4	4116
160	97	17	17	0	6922
161	91	30	29	1	5487
162	93	25	25	0	5545
163	107	25	22	3	4350
164	99	12	11	1	4157
165	89	34	31	3	2218
166	113	39	35	4	15218
167	85	43	40	3	12256
168	83	47	43	4	6253
169	97	17	15	2	10285
170	105	21	20	1	2322
171	103	17	18	1	3529
172	109	30	28	2	5560
173	87	39	36	3	5964
174	95	21	20	1	4842
175	119	52	50	2	2575
176	81	52	46	6	3463
177	101	12	12	0	3298
178	115	43	40	3	3279
179	111	34	25	9	5138
180	117	47	45	2	5104
181	107	25	25	0	5863
182	109	30	30	0	4159
183	95	21	20	1	4852
184	91	30	30	0	2365
185	81	52	50	2	2265
186	113	39	40	1	7282
187	99	12	11	1	3732
188	85	43	40	3	4257
189	115	43	45	2	5276
190	119	52	49	3	3052
191	87	39	35	4	5582
192	117	47	45	2	7638
193	103	17	18	1	7277
194	93	25	24	1	7152
195	83	47	47	0	5930
196	97	17	15	2	9759
197	89	34	32	2	2527
198	105	21	20	1	2731
199	101	12	12	0	2321
200	111	34	30	4	8072
1	53	113	90	23	77305
2	79	56	53	3	6928
3	137	91	73	18	8213
4	133	83	70	13	6809
5	141	100	80	20	5670
6	114	41	40	1	10356
7	73	69	63	6	10529
8	51	118	125	7	13302
9	125	65	57	8	5553
10	100	10	10	0	2219
11	143	105	80	25	7573
12	75	65	60	5	2888
13	84	45	41	4	6277
14	61	96	95	1	13517
15	127	69	58	11	5491
16	65	87	80	7	9194
17	57	105	85	20	6298
18	71	74	65	9	5572
19	135	87	68	19	8433
20	67	83	75	8	8216
21	108	28	25	3	4156
22	145	109	80	29	11508
23	59	100	100	0	10941
24	69	78	74	4	7965
25	120	54	51	3	3822
26	77	61	56	5	6627
27	149	118	85	33	8052
28	55	109	110	1	10575
29	139	96	73	23	4038
30	129	74	60	14	3987
31	123	61	55	6	2982
32	131	78	63	15	4151
33	63	91	70	21	11297
34	147	113	80	33	5878
35	121	56	54	2	2707
36	92	28	26	2	5926
