Participant 205_training	; Experiment run on 2017-08-31T14:29:19.279000
Trial	Input	Output	Predict	Error	RT
1	107	25	107	82	18691
2	91	30	46	16	26937
3	83	47	28	19	49176
4	111	34	34	0	23401
5	93	25	30	5	11706
6	117	47	40	7	30500
7	87	39	29	10	16025
8	105	21	35	14	9921
9	95	21	32	11	8643
10	109	30	35	5	28615
11	85	43	25	18	9205
12	101	12	35	23	7607
13	97	17	35	18	8720
14	115	43	35	8	17385
15	81	52	20	32	7999
16	119	52	40	12	11074
17	89	34	30	4	6894
18	103	17	41	24	17485
19	99	12	35	23	10567
20	113	39	32	7	9956
21	81	52	40	12	7675
22	99	12	30	18	8575
23	83	47	53	6	10342
24	93	25	32	7	6445
25	101	12	33	21	6693
26	105	21	12	9	5221
27	85	43	42	1	12206
28	119	52	20	32	8982
29	117	47	55	8	10614
30	115	43	55	12	15494
31	111	34	55	21	7615
32	103	17	30	13	6181
33	91	30	30	0	4246
34	97	17	32	15	6199
35	113	39	53	14	8509
36	87	39	30	9	22014
37	95	21	35	14	6846
38	107	25	50	25	5414
39	109	30	55	25	5158
40	89	34	30	4	4872
41	101	12	10	2	8987
42	93	25	30	5	4006
43	91	30	30	0	3934
44	99	12	10	2	3119
45	103	17	10	7	2431
46	115	43	15	28	9583
47	81	52	30	22	6750
48	119	52	40	12	4439
49	97	17	10	7	5397
50	107	25	17	8	10726
51	85	43	55	12	7263
52	105	21	30	9	4846
53	111	34	20	14	7886
54	109	30	20	10	5806
55	89	34	30	4	2982
56	113	39	30	9	5725
57	117	47	40	7	6119
58	95	21	33	12	4521
59	83	47	50	3	10132
60	87	39	50	11	4928
61	83	47	55	8	6011
62	99	12	33	21	4637
63	107	25	14	11	4920
64	85	43	52	9	4781
65	103	17	13	4	3255
66	113	39	15	24	4934
67	97	17	10	7	3950
68	111	34	40	6	4798
69	119	52	30	22	3102
70	95	21	30	9	4510
71	101	12	10	2	1814
72	91	30	30	0	3000
73	117	47	40	7	4021
74	93	25	30	5	2622
75	87	39	30	9	2606
76	115	43	40	3	5117
77	89	34	30	4	2271
78	109	30	40	10	2638
79	81	52	50	2	4968
80	105	21	30	9	6421
81	107	25	36	11	7666
82	97	17	20	3	5495
83	91	30	30	0	1909
84	117	47	40	7	3375
85	101	12	10	2	2926
86	85	43	55	12	5582
87	119	52	40	12	4142
88	105	21	13	8	5445
89	99	12	10	2	2318
90	93	25	30	5	3030
91	103	17	12	5	4280
92	111	34	40	6	4685
93	113	39	30	9	3175
94	89	34	30	4	2542
95	87	39	30	9	2214
96	83	47	41	6	4534
