Participant 228_training	; Experiment run on 2017-09-21T15:24:42.192060
Trial	Input	Output	Predict	Error	RT
1	107	25	107	82	43318
2	91	30	45	15	43723
3	83	47	25	22	54474
4	111	34	65	31	34672
5	93	25	55	30	47793
6	117	47	90	43	21276
7	87	39	29	10	41128
8	105	21	55	34	50216
9	95	21	31	10	18030
10	109	30	28	2	71003
11	85	43	18	25	40007
12	101	12	24	12	22832
13	97	17	22	5	15646
14	115	43	27	16	26117
15	81	52	17	35	18470
16	119	52	80	28	36669
17	89	34	70	36	20423
18	103	17	50	33	6755
19	99	12	50	38	19185
20	113	39	70	31	20748
21	81	52	27	25	20786
22	99	12	33	21	13575
23	83	47	20	27	10858
24	93	25	40	15	10596
25	101	12	60	48	4472
26	105	21	60	39	4385
27	85	43	29	14	5127
28	119	52	40	12	4913
29	117	47	60	13	3453
30	115	43	50	7	3622
31	111	34	50	16	2934
32	103	17	40	23	3508
33	91	30	20	10	1902
34	97	17	30	13	2781
35	113	39	30	9	3643
36	87	39	30	9	2408
37	95	21	40	19	4402
38	107	25	30	5	1525
39	109	30	30	0	2194
40	89	34	20	14	23928
41	101	12	40	28	6548
42	93	25	30	5	2819
43	91	30	30	0	2794
44	99	12	30	18	5900
45	103	17	30	13	1872
46	115	43	30	13	2134
47	81	52	30	22	3174
48	119	52	40	12	2227
49	97	17	50	33	2603
50	107	25	40	15	3354
51	85	43	30	13	1991
52	105	21	40	19	2875
53	111	34	40	6	3349
54	109	30	30	0	2508
55	89	34	40	6	2717
56	113	39	30	9	1976
57	117	47	40	7	1665
58	95	21	50	29	1923
59	83	47	20	27	8377
60	87	39	40	1	3109
61	83	47	40	7	5314
62	99	12	40	28	1378
63	107	25	30	5	1428
64	85	43	30	13	1683
65	103	17	40	23	2030
66	113	39	30	9	2057
67	97	17	40	23	1736
68	111	34	30	4	1873
69	119	52	40	12	1521
70	95	21	40	19	1467
71	101	12	40	28	1401
72	91	30	30	0	1490
73	117	47	40	7	2771
74	93	25	40	15	2542
75	87	39	30	9	2284
76	115	43	40	3	1646
77	89	34	40	6	2640
78	109	30	40	10	1980
79	81	52	40	12	1887
80	105	21	40	19	1733
81	107	25	50	25	4755
82	97	17	40	23	2807
83	91	30	20	10	1488
84	117	47	30	17	2130
85	101	12	30	18	1863
86	85	43	20	23	1847
87	119	52	30	22	1779
88	105	21	50	29	3762
89	99	12	30	18	1425
90	93	25	20	5	1130
91	103	17	40	23	3315
92	111	34	20	14	1168
93	113	39	20	19	1170
94	89	34	40	6	1257
95	87	39	30	9	2217
96	83	47	40	7	1495
97	109	30	50	20	1888
98	115	43	30	13	3138
99	95	21	40	19	6224
100	81	52	30	22	1278
101	93	25	50	25	4779
102	109	30	30	0	1869
103	119	52	60	8	3081
104	105	21	40	19	3072
105	87	39	30	9	1190
106	97	17	30	13	1771
107	83	47	20	27	1020
108	107	25	30	5	2256
109	113	39	30	9	977
110	117	47	40	7	3412
111	103	17	40	23	1901
112	115	43	50	7	2285
113	95	21	40	19	2286
114	91	30	20	10	1975
115	111	34	30	4	2749
116	81	52	30	22	3563
117	101	12	40	28	6086
118	85	43	20	23	2666
119	99	12	40	28	1413
120	89	34	20	14	1591
121	111	34	40	6	2051
122	119	52	40	12	1473
123	85	43	30	13	1230
124	81	52	40	12	1478
125	95	21	50	29	2712
126	107	25	30	5	1433
127	117	47	30	17	2317
128	101	12	50	38	1600
129	115	43	40	3	2467
130	89	34	50	16	1649
131	93	25	40	15	2369
132	83	47	30	17	2007
133	113	39	40	1	3291
134	105	21	40	19	2689
135	109	30	20	10	1354
136	97	17	40	23	1320
137	91	30	40	10	2689
138	103	17	40	23	1552
139	87	39	40	1	1964
140	99	12	40	28	2543
141	103	17	40	23	6338
142	91	30	20	10	1196
143	107	25	30	5	1080
144	87	39	30	9	1295
145	89	34	40	6	1288
146	113	39	40	1	1257
147	119	52	40	12	1365
148	105	21	40	19	2710
149	83	47	40	7	2446
150	111	34	40	6	2112
151	109	30	40	10	1997
152	95	21	40	19	2552
153	117	47	20	27	1431
154	85	43	30	13	1617
155	101	12	30	18	1872
156	93	25	20	5	1185
157	115	43	30	13	1319
158	99	12	30	18	2571
159	81	52	20	32	1224
160	97	17	40	23	1959
161	91	30	40	10	7378
162	93	25	39	14	3694
163	107	25	40	15	3275
164	99	12	40	28	1874
165	89	34	30	4	1540
166	113	39	40	1	1115
167	85	43	30	13	1708
168	83	47	30	17	3122
169	97	17	50	33	1938
170	105	21	40	19	1279
171	103	17	30	13	1289
172	109	30	40	10	1716
173	87	39	40	1	3020
174	95	21	40	19	1667
175	119	52	30	22	2575
176	81	52	40	12	1176
177	101	12	50	38	4446
178	115	43	30	13	1225
179	111	34	30	4	2225
180	117	47	30	17	1928
181	107	25	40	15	2106
182	109	30	30	0	1950
183	95	21	59	38	9267
184	91	30	30	0	2141
185	81	52	30	22	1575
186	113	39	50	11	1468
187	99	12	40	28	1579
188	85	43	30	13	1272
189	115	43	40	3	1684
190	119	52	50	2	2150
191	87	39	50	11	3314
192	117	47	40	7	2687
193	103	17	50	33	2480
194	93	25	20	5	1291
195	83	47	40	7	2319
196	97	17	40	23	1439
197	89	34	30	4	1224
198	105	21	50	29	2480
199	101	12	30	18	1279
200	111	34	20	14	1236
1	53	113	30	83	9326
2	79	56	40	16	10102
3	137	91	70	21	10776
4	133	83	60	23	8304
5	141	100	70	30	4733
6	114	41	60	19	10624
7	73	69	36	33	8462
8	51	118	25	93	5976
9	125	65	66	1	13563
10	100	10	51	41	4913
11	143	105	74	31	10729
12	75	65	35	30	17468
13	84	45	43	2	7972
14	61	96	30	66	3162
15	127	69	51	18	8096
16	65	87	40	47	9519
17	57	105	30	75	5115
18	71	74	34	40	8371
19	135	87	80	7	6797
20	67	83	35	48	11156
21	108	28	60	32	6472
22	145	109	75	34	11910
23	59	100	30	70	3133
24	69	78	35	43	5087
25	120	54	60	6	3666
26	77	61	50	11	8062
27	149	118	75	43	6458
28	55	109	30	79	11251
29	139	96	70	26	4711
30	129	74	65	9	15375
31	123	61	60	1	9259
32	131	78	65	13	15003
33	63	91	30	61	5149
34	147	113	80	33	9247
35	121	56	60	4	5928
36	92	28	50	22	2933
