Participant 254_training	; Experiment run on 2017-11-16T13:51:36.370370
Trial	Input	Output	Predict	Error	RT
1	107	25	100	75	21539
2	91	30	30	0	17208
3	83	47	22	25	10322
4	111	34	35	1	15373
5	93	25	40	15	10786
6	117	47	70	23	21700
7	87	39	32	7	11075
8	105	21	40	19	22486
9	95	21	22	1	13526
10	109	30	40	10	23518
11	85	43	25	18	19389
12	101	12	35	23	18371
13	97	17	31	14	15185
14	115	43	35	8	18086
15	81	52	23	29	10413
16	119	52	12	40	18879
17	89	34	30	4	4591
18	103	17	32	15	38812
19	99	12	11	1	6578
20	113	39	40	1	13898
21	81	52	25	27	16684
22	99	12	12	0	6692
23	83	47	42	5	13174
24	93	25	39	14	14028
25	101	12	23	11	10312
26	105	21	40	19	35125
27	85	43	30	13	25921
28	119	52	24	28	21911
29	117	47	50	3	9255
30	115	43	47	4	9325
31	111	34	35	1	16473
32	103	17	21	4	4393
33	91	30	30	0	7353
34	97	17	33	16	20063
35	113	39	17	22	16971
36	87	39	33	6	12021
37	95	21	39	18	23165
38	107	25	21	4	12312
39	109	30	40	10	10298
40	89	34	30	4	8032
41	101	12	23	11	18965
42	93	25	40	15	7065
43	91	30	30	0	4542
44	99	12	39	27	9159
45	103	17	21	4	6753
46	115	43	49	6	13829
47	81	52	20	32	23065
48	119	52	50	2	8482
49	97	17	39	22	20795
50	107	25	21	4	5755
51	85	43	28	15	11933
52	105	21	21	0	4822
53	111	34	30	4	8600
54	109	30	30	0	10244
55	89	34	28	6	6719
56	113	39	40	1	8908
57	117	47	50	3	5038
58	95	21	39	18	14993
59	83	47	30	17	9471
60	87	39	40	1	4958
61	83	47	40	7	13637
62	99	12	11	1	8402
63	107	25	28	3	7924
64	85	43	49	6	7028
65	103	17	24	7	8701
66	113	39	40	1	10827
67	97	17	20	3	10092
68	111	34	27	7	14271
69	119	52	50	2	9259
70	95	21	21	0	7534
71	101	12	12	0	4336
72	91	30	18	12	8357
73	117	47	52	5	9840
74	93	25	30	5	6259
75	87	39	30	9	13832
76	115	43	40	3	10412
77	89	34	30	4	7616
78	109	30	20	10	10454
79	81	52	20	32	6798
80	105	21	21	0	8762
81	107	25	20	5	14843
82	97	17	21	4	19193
83	91	30	30	0	4773
84	117	47	54	7	21784
85	101	12	12	0	3484
86	85	43	50	7	8077
87	119	52	50	2	5685
88	105	21	11	10	5997
89	99	12	40	28	11231
90	93	25	25	0	5175
91	103	17	25	8	11343
92	111	34	20	14	7662
93	113	39	40	1	19507
94	89	34	30	4	3970
95	87	39	43	4	9881
96	83	47	33	14	6953
97	109	30	30	0	8757
98	115	43	35	8	7392
99	95	21	25	4	20575
100	81	52	40	12	10720
101	93	25	25	0	8341
102	109	30	30	0	4274
103	119	52	30	22	6759
104	105	21	21	0	4972
105	87	39	39	0	6211
106	97	17	25	8	11309
107	83	47	48	1	8663
108	107	25	25	0	8973
109	113	39	30	9	6616
110	117	47	43	4	11744
111	103	17	25	8	7351
112	115	43	30	13	11883
113	95	21	21	0	4331
114	91	30	30	0	2978
115	111	34	39	5	9063
116	81	52	43	9	8725
117	101	12	12	0	3701
118	85	43	50	7	8787
119	99	12	20	8	10841
120	89	34	39	5	7238
121	111	34	40	6	18556
122	119	52	50	2	6441
123	85	43	40	3	5718
124	81	52	53	1	10322
125	95	21	21	0	4928
126	107	25	25	0	5790
127	117	47	40	7	4426
128	101	12	12	0	3545
129	115	43	40	3	9111
130	89	34	30	4	5490
131	93	25	32	7	9380
132	83	47	50	3	6793
133	113	39	40	1	9541
134	105	21	21	0	4372
135	109	30	29	1	5660
136	97	17	25	8	6276
137	91	30	30	0	2393
138	103	17	25	8	5859
139	87	39	50	11	5660
140	99	12	12	0	3458
141	103	17	25	8	10765
142	91	30	30	0	3686
143	107	25	39	14	5073
144	87	39	39	0	14074
145	89	34	30	4	4415
146	113	39	43	4	23399
147	119	52	43	9	10087
148	105	21	21	0	3818
149	83	47	43	4	7995
150	111	34	40	6	8292
151	109	30	39	9	4996
152	95	21	21	0	3240
153	117	47	50	3	4620
154	85	43	43	0	10432
155	101	12	12	0	3094
156	93	25	25	0	13033
157	115	43	40	3	6777
158	99	12	12	0	3961
159	81	52	40	12	5154
160	97	17	25	8	8631
161	91	30	30	0	4173
162	93	25	25	0	10073
163	107	25	25	0	6610
164	99	12	12	0	3005
165	89	34	30	4	2959
166	113	39	43	4	9057
167	85	43	43	0	5790
168	83	47	48	1	5174
169	97	17	25	8	10388
170	105	21	21	0	3208
171	103	17	25	8	6505
172	109	30	39	9	4769
173	87	39	50	11	11638
174	95	21	21	0	4806
175	119	52	50	2	5729
176	81	52	48	4	9361
177	101	12	12	0	4697
178	115	43	43	0	4724
179	111	34	30	4	6511
180	117	47	48	1	5659
181	107	25	25	0	12541
182	109	30	39	9	3977
183	95	21	21	0	4344
184	91	30	30	0	3544
185	81	52	52	0	6368
186	113	39	50	11	7953
187	99	12	12	0	3692
188	85	43	43	0	4666
189	115	43	43	0	7089
190	119	52	50	2	6082
191	87	39	48	9	11126
192	117	47	48	1	10144
193	103	17	25	8	5480
194	93	25	17	8	11394
195	83	47	40	7	6109
196	97	17	25	8	7891
197	89	34	30	4	3670
198	105	21	21	0	7410
199	101	12	12	0	3057
200	111	34	30	4	4763
1	53	113	30	83	32728
2	79	56	39	17	14223
3	137	91	60	31	21742
4	133	83	60	23	4888
5	141	100	70	30	5019
6	114	41	43	2	13476
7	73	69	20	49	8172
8	51	118	18	100	7258
9	125	65	55	10	10897
10	100	10	12	2	3195
11	143	105	60	45	6050
12	75	65	20	45	6899
13	84	45	43	2	10676
14	61	96	30	66	3835
15	127	69	60	9	5074
16	65	87	20	67	4935
17	57	105	20	85	3972
18	71	74	30	44	2803
19	135	87	70	17	3220
20	67	83	30	53	3267
21	108	28	39	11	4933
22	145	109	70	39	4353
23	59	100	25	75	5301
24	69	78	30	48	4287
25	120	54	50	4	6306
26	77	61	30	31	7121
27	149	118	78	40	5295
28	55	109	30	79	3992
29	139	96	70	26	4021
30	129	74	63	11	7262
31	123	61	60	1	6736
32	131	78	70	8	2852
33	63	91	30	61	7262
34	147	113	80	33	3855
35	121	56	60	4	5730
36	92	28	30	2	20316
