Participant 264_training	; Experiment run on 2018-01-11T15:40:01.764115
Trial	Input	Output	Predict	Error	RT
1	107	25	21	4	18548
2	91	30	42	12	12902
3	83	47	40	7	15616
4	111	34	21	13	5555
5	93	25	22	3	11194
6	117	47	11	36	22562
7	87	39	40	1	12179
8	105	21	20	1	14424
9	95	21	30	9	20113
10	109	30	20	10	16349
11	85	43	27	16	19941
12	101	12	20	8	10457
13	97	17	30	13	6601
14	115	43	20	23	10142
15	81	52	40	12	2897
16	119	52	20	32	2677
17	89	34	21	13	4304
18	103	17	20	3	4949
19	99	12	20	8	2541
20	113	39	10	29	1519
21	81	52	30	22	22575
22	99	12	20	8	7179
23	83	47	26	21	19228
24	93	25	30	5	18105
25	101	12	10	2	4164
26	105	21	20	1	4678
27	85	43	40	3	20372
28	119	52	20	32	10685
29	117	47	23	24	27264
30	115	43	30	13	15628
31	111	34	30	4	2410
32	103	17	30	13	2041
33	91	30	30	0	1731
34	97	17	36	19	8170
35	113	39	20	19	6154
36	87	39	20	19	18534
37	95	21	40	19	4228
38	107	25	20	5	1427
39	109	30	20	10	2124
40	89	34	20	14	1255
41	101	12	20	8	5118
42	93	25	30	5	24214
43	91	30	24	6	8396
44	99	12	40	28	2565
45	103	17	20	3	2216
46	115	43	20	23	1953
47	81	52	30	22	2123
48	119	52	30	22	1825
49	97	17	30	13	2122
50	107	25	20	5	1632
51	85	43	40	3	1957
52	105	21	20	1	1593
53	111	34	20	14	1587
54	109	30	30	0	1769
55	89	34	20	14	2645
56	113	39	20	19	1144
57	117	47	20	27	2606
58	95	21	50	29	2126
59	83	47	30	17	2130
60	87	39	50	11	2021
61	83	47	30	17	9246
62	99	12	40	28	1713
63	107	25	20	5	1417
64	85	43	30	13	1806
65	103	17	20	3	1605
66	113	39	10	29	1317
67	97	17	20	3	1136
68	111	34	20	14	2348
69	119	52	10	42	1259
70	95	21	30	9	1761
71	101	12	20	8	1220
72	91	30	20	10	1772
73	117	47	20	27	1558
74	93	25	20	5	1341
75	87	39	20	19	1399
76	115	43	30	13	1198
77	89	34	30	4	1537
78	109	30	30	0	1248
79	81	52	30	22	4645
80	105	21	30	9	2504
81	107	25	30	5	2719
82	97	17	20	3	812
83	91	30	20	10	1477
84	117	47	20	27	1075
85	101	12	20	8	1173
