Participant 275_training	; Experiment run on 2018-01-25T15:52:48.562720
Trial	Input	Output	Predict	Error	RT
1	107	25	107	82	35716
2	91	30	24	6	41899
3	83	47	26	21	65875
4	111	34	22	12	48419
5	93	25	30	5	68919
6	117	47	36	11	108934
7	87	39	30	9	97301
8	105	21	40	19	42440
9	95	21	30	9	26717
10	109	30	30	0	12274
11	85	43	40	3	8656
12	101	12	20	8	3326
13	97	17	21	4	9731
14	115	43	40	3	6939
15	81	52	37	15	9872
16	119	52	50	2	11455
17	89	34	50	16	8803
18	103	17	15	2	11183
19	99	12	10	2	8878
20	113	39	30	9	6959
21	81	52	50	2	7294
22	99	12	12	0	4950
23	83	47	45	2	11631
24	93	25	32	7	7600
25	101	12	10	2	6370
26	105	21	13	8	10113
27	85	43	34	9	8970
28	119	52	49	3	7729
29	117	47	49	2	19984
30	115	43	43	0	6529
31	111	34	39	5	6192
32	103	17	31	14	12821
33	91	30	23	7	13772
34	97	17	17	0	14298
35	113	39	40	1	19325
36	87	39	40	1	11763
37	95	21	17	4	8364
38	107	25	21	4	19211
39	109	30	30	0	9520
40	89	34	26	8	12059
41	101	12	12	0	6086
42	93	25	24	1	21942
43	91	30	27	3	10165
44	99	12	12	0	6000
45	103	17	20	3	16489
46	115	43	40	3	14277
47	81	52	52	0	8857
48	119	52	52	0	3111
49	97	17	19	2	53194
50	107	25	26	1	32283
51	85	43	40	3	8579
52	105	21	25	4	14691
53	111	34	31	3	14994
54	109	30	34	4	11638
55	89	34	30	4	7823
56	113	39	41	2	13386
57	117	47	46	1	9158
58	95	21	22	1	38681
59	83	47	45	2	10441
60	87	39	36	3	28600
61	83	47	45	2	30791
62	99	12	12	0	4275
63	107	25	26	1	30318
64	85	43	41	2	9767
65	103	17	20	3	17151
66	113	39	39	0	12253
67	97	17	17	0	14256
68	111	34	34	0	34727
69	119	52	50	2	10823
70	95	21	22	1	13322
71	101	12	12	0	3695
72	91	30	30	0	8899
73	117	47	46	1	13742
74	93	25	23	2	35427
75	87	39	35	4	21882
76	115	43	43	0	10761
77	89	34	32	2	16066
78	109	30	34	4	11137
79	81	52	52	0	4033
80	105	21	25	4	18691
81	107	25	24	1	11335
82	97	17	18	1	10843
83	91	30	30	0	14027
84	117	47	48	1	37143
85	101	12	12	0	4511
86	85	43	43	0	17409
87	119	52	52	0	4264
88	105	21	21	0	9605
89	99	12	12	0	3702
90	93	25	23	2	16611
91	103	17	17	0	8618
92	111	34	30	4	9859
93	113	39	39	0	11411
94	89	34	30	4	3972
95	87	39	39	0	10235
96	83	47	47	0	17734
97	109	30	34	4	11109
98	115	43	43	0	3574
99	95	21	25	4	13686
100	81	52	52	0	4918
101	93	25	25	0	31823
102	109	30	30	0	10033
103	119	52	52	0	3729
104	105	21	23	2	25868
105	87	39	39	0	19637
106	97	17	17	0	9721
107	83	47	48	1	16989
108	107	25	26	1	38344
109	113	39	39	0	10253
110	117	47	47	0	11187
111	103	17	17	0	9778
112	115	43	43	0	40519
113	95	21	21	0	14772
114	91	30	28	2	10583
115	111	34	34	0	28548
116	81	52	52	0	4007
117	101	12	12	0	3489
118	85	43	43	0	7076
119	99	12	12	0	3381
120	89	34	30	4	9377
121	111	34	35	1	15134
122	119	52	52	0	4015
123	85	43	43	0	7843
124	81	52	52	0	5244
125	95	21	21	0	11406
126	107	25	25	0	22531
127	117	47	47	0	10426
128	101	12	12	0	4375
129	115	43	43	0	5918
130	89	34	34	0	23799
131	93	25	25	0	14488
132	83	47	47	0	22300
133	113	39	39	0	7650
134	105	21	21	0	9494
135	109	30	30	0	6784
136	97	17	17	0	9518
137	91	30	27	3	23481
138	103	17	17	0	22176
139	87	39	39	0	6808
140	99	12	12	0	8054
141	103	17	17	0	10334
142	91	30	30	0	4615
