Participant 249_training	; Experiment run on 2017-10-26T14:26:56.171000
Trial	Input	Output	Predict	Error	RT
1	107	25	107	82	15834
2	91	30	21	9	23769
3	83	47	23	24	22013
4	111	34	55	21	23740
5	93	25	33	8	13804
6	117	47	39	8	25700
7	87	39	31	8	37718
8	105	21	32	11	25315
9	95	21	35	14	10294
10	109	30	50	20	9222
11	85	43	35	8	9037
12	101	12	30	18	10652
13	97	17	29	12	8388
14	115	43	40	3	8862
15	81	52	40	12	4060
16	119	52	20	32	1991
17	89	34	41	7	4622
18	103	17	28	11	9235
19	99	12	34	22	9550
20	113	39	31	8	7077
21	81	52	21	31	5436
22	99	12	50	38	4595
23	83	47	30	17	2388
24	93	25	21	4	3813
25	101	12	51	39	3294
26	105	21	21	0	3102
27	85	43	61	18	5581
28	119	52	21	31	5613
29	117	47	21	26	2157
30	115	43	40	3	3709
31	111	34	39	5	5029
32	103	17	26	9	3835
33	91	30	19	11	6960
34	97	17	26	9	4579
35	113	39	39	0	2749
36	87	39	26	13	5149
37	95	21	41	20	3166
38	107	25	38	13	4853
39	109	30	32	2	4741
40	89	34	22	12	4213
41	101	12	40	28	4922
42	93	25	21	4	2293
43	91	30	18	12	3206
44	99	12	29	17	2422
45	103	17	21	4	3358
46	115	43	32	11	3228
47	81	52	13	39	3989
48	119	52	32	20	6061
49	97	17	23	6	4182
50	107	25	29	4	3268
51	85	43	18	25	4165
52	105	21	41	20	4790
53	111	34	41	7	3525
54	109	30	33	3	3310
55	89	34	23	11	5814
56	113	39	31	8	3726
57	117	47	31	16	6406
58	95	21	26	5	3846
59	83	47	41	6	8846
60	87	39	42	3	3982
61	83	47	23	24	10611
62	99	12	29	17	3660
63	107	25	38	13	5878
64	85	43	29	14	5374
65	103	17	42	25	6246
66	113	39	42	3	4854
67	97	17	27	10	3229
68	111	34	43	9	4174
69	119	52	47	5	3286
70	95	21	23	2	5493
71	101	12	18	6	3438
72	91	30	17	13	5285
73	117	47	47	0	5374
74	93	25	22	3	3588
75	87	39	12	27	3278
76	115	43	46	3	4396
77	89	34	19	15	5158
78	109	30	18	12	4356
79	81	52	38	14	6711
80	105	21	23	2	4885
81	107	25	24	1	4554
82	97	17	29	12	6862
83	91	30	22	8	10204
84	117	47	49	2	3335
85	101	12	28	16	4797
86	85	43	42	1	3688
87	119	52	47	5	3389
88	105	21	21	0	10430
89	99	12	28	16	3229
90	93	25	24	1	4708
91	103	17	14	3	4932
92	111	34	36	2	5437
93	113	39	44	5	5053
94	89	34	33	1	6972
95	87	39	47	8	7392
96	83	47	50	3	3953
97	109	30	17	13	4726
98	115	43	46	3	3588
99	95	21	26	5	3662
100	81	52	46	6	3708
101	93	25	29	4	10882
102	109	30	17	13	4078
103	119	52	51	1	3236
104	105	21	18	3	5573
105	87	39	39	0	2915
106	97	17	29	12	8838
107	83	47	52	5	4244
108	107	25	28	3	3519
109	113	39	44	5	6935
110	117	47	49	2	3002
111	103	17	17	0	12598
112	115	43	44	1	4909
113	95	21	30	9	5463
114	91	30	22	8	3780
115	111	34	28	6	9132
116	81	52	52	0	3996
117	101	12	31	19	5732
118	85	43	46	3	4844
119	99	12	15	3	6315
120	89	34	36	2	16654
121	111	34	28	6	9613
122	119	52	52	0	5254
123	85	43	47	4	6146
124	81	52	54	2	4518
125	95	21	21	0	6276
126	107	25	27	2	5621
127	117	47	45	2	5452
128	101	12	13	1	2909
129	115	43	44	1	4550
130	89	34	31	3	14057
131	93	25	28	3	4545
132	83	47	48	1	5314
133	113	39	43	4	9270
134	105	21	32	11	3613
135	109	30	32	2	2477
136	97	17	12	5	11902
137	91	30	12	18	4804
138	103	17	16	1	5265
139	87	39	42	3	3369
140	99	12	12	0	3637
141	103	17	21	4	5819
142	91	30	26	4	3493
143	107	25	28	3	6909
144	87	39	43	4	5436
145	89	34	38	4	8972
146	113	39	42	3	7852
147	119	52	52	0	2613
148	105	21	22	1	8325
149	83	47	47	0	6732
150	111	34	32	2	12812
151	109	30	28	2	6949
152	95	21	19	2	3963
153	117	47	48	1	3878
154	85	43	44	1	5209
155	101	12	13	1	3293
156	93	25	24	1	4555
157	115	43	45	2	5420
158	99	12	14	2	3938
159	81	52	52	0	3100
160	97	17	18	1	5243
161	91	30	31	1	6827
162	93	25	28	3	4220
163	107	25	31	6	9612
164	99	12	12	0	2523
165	89	34	28	6	2980
166	113	39	42	3	5117
167	85	43	42	1	5156
168	83	47	43	4	4036
169	97	17	16	1	6765
170	105	21	22	1	10164
171	103	17	18	1	2794
172	109	30	29	1	2667
173	87	39	34	5	10317
174	95	21	22	1	5895
175	119	52	53	1	5154
176	81	52	52	0	5180
177	101	12	12	0	6460
178	115	43	44	1	4836
179	111	34	38	4	7228
180	117	47	42	5	8484
181	107	25	24	1	14003
182	109	30	28	2	4063
183	95	21	22	1	4784
184	91	30	32	2	6644
185	81	52	51	1	10165
186	113	39	41	2	6732
187	99	12	12	0	3404
188	85	43	39	4	12732
189	115	43	44	1	6275
190	119	52	52	0	3300
191	87	39	36	3	8788
192	117	47	46	1	6717
193	103	17	16	1	16703
194	93	25	23	2	7447
195	83	47	46	1	6202
196	97	17	18	1	4053
197	89	34	32	2	5165
198	105	21	17	4	6365
199	101	12	12	0	3868
200	111	34	32	2	10293
1	53	113	62	51	41774
2	79	56	52	4	5264
3	137	91	67	24	5816
4	133	83	65	18	10751
5	141	100	81	19	10753
6	114	41	45	4	9248
7	73	69	62	7	11546
8	51	118	74	44	10120
9	125	65	61	4	5591
10	100	10	12	2	7162
11	143	105	81	24	11736
12	75	65	59	6	7447
13	84	45	46	1	13439
14	61	96	76	20	7727
15	127	69	61	8	5648
16	65	87	81	6	8543
17	57	105	84	21	8176
18	71	74	63	11	9457
19	135	87	65	22	7790
20	67	83	67	16	8608
21	108	28	29	1	16264
22	145	109	94	15	13439
23	59	100	87	13	9183
24	69	78	72	6	11847
25	120	54	52	2	4990
26	77	61	55	6	7615
27	149	118	87	31	5641
28	55	109	82	27	8415
29	139	96	79	17	9783
30	129	74	64	10	5168
31	123	61	54	7	5046
32	131	78	73	5	6760
33	63	91	77	14	10238
34	147	113	87	26	7718
35	121	56	54	2	10606
36	92	28	24	4	7672
