Participant 260_training	; Experiment run on 2017-12-07T14:41:02.393000
Trial	Input	Output	Predict	Error	RT
1	107	25	106	81	13846
2	91	30	50	20	5490
3	83	47	25	22	6518
4	111	34	51	17	9054
5	93	25	50	25	5461
6	117	47	50	3	5870
7	87	39	30	9	6581
8	105	21	37	16	11516
9	95	21	30	9	8781
10	109	30	39	9	5390
11	85	43	19	24	7310
12	101	12	20	8	9790
13	97	17	13	4	4597
14	115	43	25	18	7381
15	81	52	22	30	4390
16	119	52	48	4	8899
17	89	34	15	19	5325
18	103	17	17	0	4142
19	99	12	15	3	4253
20	113	39	24	15	4022
21	81	52	32	20	9354
22	99	12	7	5	4840
23	83	47	44	3	5037
24	93	25	29	4	6270
25	101	12	13	1	4398
26	105	21	29	8	4302
27	85	43	41	2	6805
28	119	52	60	8	4863
29	117	47	55	8	4599
30	115	43	38	5	3702
31	111	34	43	9	6631
32	103	17	25	8	5578
33	91	30	39	9	2914
34	97	17	22	5	8294
35	113	39	38	1	7254
36	87	39	27	12	6582
37	95	21	19	2	4247
38	107	25	34	9	4703
39	109	30	35	5	4967
40	89	34	36	2	5046
41	101	12	11	1	8588
42	93	25	21	4	4775
43	91	30	23	7	5046
44	99	12	10	2	3207
45	103	17	18	1	4615
46	115	43	32	11	6687
47	81	52	57	5	5478
48	119	52	58	6	5015
49	97	17	26	9	7542
50	107	25	22	3	3919
51	85	43	29	14	6933
52	105	21	21	0	4888
53	111	34	26	8	5493
54	109	30	30	0	4420
55	89	34	33	1	8805
56	113	39	33	6	6045
57	117	47	41	6	5799
58	95	21	21	0	4734
59	83	47	47	0	7775
60	87	39	27	12	6877
61	83	47	41	6	10750
62	99	12	9	3	4053
63	107	25	17	8	4936
64	85	43	38	5	4662
65	103	17	16	1	5655
66	113	39	23	16	7245
67	97	17	15	2	5094
68	111	34	27	7	4271
69	119	52	38	14	3710
70	95	21	19	2	3591
71	101	12	9	3	5034
72	91	30	20	10	5245
73	117	47	26	21	4823
74	93	25	21	4	7990
75	87	39	33	6	4534
76	115	43	44	1	5270
77	89	34	31	3	8080
78	109	30	36	6	12959
79	81	52	53	1	5375
80	105	21	32	11	4108
81	107	25	30	5	4971
82	97	17	21	4	3958
83	91	30	27	3	5230
84	117	47	39	8	4198
85	101	12	13	1	5149
86	85	43	38	5	4118
87	119	52	44	8	16310
88	105	21	21	0	7214
89	99	12	11	1	3991
90	93	25	19	6	4309
91	103	17	16	1	4479
92	111	34	28	6	5014
93	113	39	35	4	5255
94	89	34	37	3	6102
95	87	39	37	2	5535
96	83	47	43	4	2878
97	109	30	38	8	6559
98	115	43	38	5	3982
99	95	21	19	2	6415
100	81	52	47	5	4783
101	93	25	23	2	12500
102	109	30	31	1	3701
103	119	52	53	1	5039
104	105	21	28	7	6525
105	87	39	40	1	5015
106	97	17	16	1	5501
107	83	47	48	1	6976
108	107	25	24	1	6942
109	113	39	37	2	7573
110	117	47	45	2	5439
111	103	17	26	9	11174
112	115	43	31	12	4525
113	95	21	15	6	4359
114	91	30	31	1	9126
115	111	34	24	10	6295
116	81	52	54	2	4853
117	101	12	12	0	3958
118	85	43	41	2	6085
119	99	12	12	0	3493
120	89	34	23	11	5989
121	111	34	30	4	8779
122	119	52	45	7	5342
123	85	43	50	7	4077
124	81	52	53	1	4382
125	95	21	19	2	5718
126	107	25	24	1	5878
127	117	47	36	11	4710
128	101	12	13	1	3998
129	115	43	38	5	7118
130	89	34	29	5	4502
131	93	25	27	2	4718
132	83	47	45	2	4470
133	113	39	42	3	7229
134	105	21	28	7	4029
135	109	30	25	5	4174
136	97	17	18	1	4269
137	91	30	23	7	3590
138	103	17	22	5	4262
139	87	39	26	13	6582
140	99	12	12	0	1976
141	103	17	16	1	3932
142	91	30	20	10	2878
143	107	25	18	7	5526
144	87	39	29	10	3142
145	89	34	33	1	5262
146	113	39	39	0	4966
147	119	52	44	8	3942
148	105	21	35	14	4348
149	83	47	45	2	4206
150	111	34	30	4	3438
151	109	30	30	0	3742
152	95	21	20	1	4414
153	117	47	37	10	6366
154	85	43	46	3	5055
155	101	12	12	0	3846
156	93	25	19	6	3078
157	115	43	31	12	4373
158	99	12	12	0	2445
159	81	52	49	3	4542
160	97	17	16	1	4661
161	91	30	27	3	6572
162	93	25	22	3	3974
163	107	25	21	4	6868
164	99	12	12	0	1830
165	89	34	25	9	4430
166	113	39	34	5	5286
167	85	43	37	6	4310
168	83	47	50	3	4437
169	97	17	19	2	3494
170	105	21	20	1	4286
171	103	17	15	2	4694
172	109	30	26	4	3678
173	87	39	40	1	6486
174	95	21	20	1	3157
175	119	52	53	1	5526
176	81	52	52	0	3286
177	101	12	12	0	6166
178	115	43	39	4	16574
179	111	34	30	4	5964
180	117	47	43	4	4661
181	107	25	20	5	6852
182	109	30	29	1	4638
183	95	21	19	2	3871
184	91	30	30	0	3286
185	81	52	49	3	13949
186	113	39	43	4	5565
187	99	12	12	0	4175
188	85	43	47	4	8156
189	115	43	40	3	5222
190	119	52	51	1	4485
191	87	39	33	6	8855
192	117	47	44	3	7075
193	103	17	21	4	14110
194	93	25	17	8	13861
195	83	47	36	11	4077
196	97	17	16	1	3877
197	89	34	32	2	10981
198	105	21	22	1	26254
199	101	12	12	0	30438
200	111	34	31	3	10229
1	53	113	110	3	9992
2	79	56	52	4	5489
3	137	91	90	1	16681
4	133	83	81	2	8120
5	141	100	72	28	15073
6	114	41	41	0	655273
7	73	69	70	1	9974
8	51	118	82	36	10449
9	125	65	67	2	6273
10	100	10	12	2	3024
11	143	105	77	28	8025
12	75	65	61	4	5361
13	84	45	42	3	8377
14	61	96	85	11	6969
15	127	69	66	3	7737
16	65	87	69	18	6943
17	57	105	77	28	6601
18	71	74	61	13	6024
19	135	87	81	6	6055
20	67	83	67	16	6009
21	108	28	29	1	8633
22	145	109	85	24	8713
23	59	100	73	27	7291
24	69	78	64	14	7153
25	120	54	52	2	4641
26	77	61	59	2	6705
27	149	118	110	8	6073
28	55	109	92	17	8312
29	139	96	89	7	7112
30	129	74	65	9	5305
31	123	61	66	5	5647
32	131	78	80	2	4528
33	63	91	78	13	5171
34	147	113	120	7	10488
35	121	56	58	2	5561
36	92	28	22	6	6748
