Participant 282_training	; Experiment run on 2018-02-01T14:51:28.250504
Trial	Input	Output	Predict	Error	RT
1	107	25	107	82	10591
2	91	30	35	5	8588
3	83	47	25	22	10455
4	111	34	41	7	8710
5	93	25	31	6	9430
6	117	47	50	3	7345
7	87	39	34	5	9129
8	105	21	40	19	5557
9	95	21	30	9	6737
10	109	30	18	12	6171
11	85	43	33	10	6566
12	101	12	30	18	6592
13	97	17	38	21	7695
14	115	43	20	23	5175
15	81	52	40	12	5544
16	119	52	60	8	6647
17	89	34	40	6	10210
18	103	17	30	13	3428
19	99	12	34	22	6229
20	113	39	40	1	6887
21	81	52	30	22	6662
22	99	12	20	8	6601
23	83	47	33	14	4180
24	93	25	30	5	6111
25	101	12	10	2	6332
26	105	21	15	6	4644
27	85	43	26	17	5514
28	119	52	70	18	6513
29	117	47	45	2	5352
30	115	43	44	1	4577
31	111	34	40	6	2525
32	103	17	20	3	3427
33	91	30	20	10	3142
34	97	17	17	0	6998
35	113	39	40	1	5870
36	87	39	37	2	8946
37	95	21	16	5	9128
38	107	25	30	5	7544
39	109	30	30	0	5088
40	89	34	30	4	3425
41	101	12	10	2	3271
42	93	25	26	1	9982
43	91	30	30	0	2928
44	99	12	10	2	5027
45	103	17	22	5	12385
46	115	43	42	1	7600
47	81	52	50	2	2948
48	119	52	50	2	4427
49	97	17	17	0	10362
50	107	25	27	2	10030
51	85	43	43	0	9593
52	105	21	18	3	10140
53	111	34	33	1	6995
54	109	30	30	0	1686
55	89	34	30	4	4501
56	113	39	38	1	7839
57	117	47	42	5	15646
58	95	21	21	0	13366
59	83	47	44	3	8943
60	87	39	38	1	6118
61	83	47	48	1	9704
62	99	12	14	2	6153
63	107	25	27	2	6768
64	85	43	44	1	11051
65	103	17	17	0	12318
66	113	39	39	0	5665
67	97	17	19	2	8016
68	111	34	34	0	5273
69	119	52	50	2	3171
70	95	21	23	2	6868
71	101	12	14	2	4779
72	91	30	29	1	4965
73	117	47	47	0	10068
74	93	25	28	3	7973
75	87	39	39	0	9844
76	115	43	46	3	11207
77	89	34	33	1	7812
78	109	30	30	0	2838
79	81	52	50	2	6568
80	105	21	24	3	6068
81	107	25	26	1	8800
82	97	17	18	1	7464
83	91	30	30	0	5137
84	117	47	46	1	11208
85	101	12	12	0	13148
86	85	43	43	0	11798
87	119	52	52	0	5110
88	105	21	23	2	8914
89	99	12	11	1	3769
90	93	25	26	1	12310
91	103	17	17	0	11990
92	111	34	34	0	4201
93	113	39	40	1	11172
94	89	34	32	2	6648
95	87	39	39	0	10642
96	83	47	47	0	8292
97	109	30	30	0	2789
98	115	43	43	0	6255
99	95	21	22	1	5963
100	81	52	50	2	8511
101	93	25	27	2	13800
102	109	30	30	0	1820
103	119	52	52	0	2702
104	105	21	23	2	7940
105	87	39	38	1	8294
106	97	17	15	2	8282
107	83	47	47	0	6907
108	107	25	26	1	14668
109	113	39	41	2	11496
110	117	47	45	2	5955
111	103	17	20	3	18227
112	115	43	44	1	10377
113	95	21	18	3	5666
114	91	30	30	0	4170
115	111	34	34	0	4909
