DM,DV
DM,DY
DM,GD
DM,GG
DY,DJ
DY,DM
DY,DP
DY,DS
DP,DS
DP,DV
DP,DY
DP,GD
GD,DG
GD,DJ
GD,DM
GD,DP
DJ,DM
DJ,DP
DJ,DS
DJ,DV
DV,DY
DV,GD
DV,GG
DV,GJ
